abandon,freedom from artificial constraint
prophecy,an inspired foretelling
prophet,"one inspired or instructed by god to speak in his name , or announce future events ,"
proposal,terms or conditions proposed
proposition,a statement of religious doctrine
proprietary,"one who possesses , or holds the title to , a thing in his own right"
proprietor,"one who has the legal right or exclusive title to anything , whether in possession or not"
propriety,"consonance with established principles , rules , or customs"
prosecution,pursuit by efforts of body or mind
prose,the ordinary language of men in speaking or writing
prospect,a picturesque or widely extended view
prosperity,success
protection,shelter
protector,one having the care of the kingdom during the king ' s minority
protest,a formal and solemn declaration in writing of dissent from the proceedings of a legislative body
proverb,a sentence which briefly and forcibly expresses some practical truth or the result of experience and observation
providence,an event ordained by divine direction
province,a conquered country beyond the limits of italy
provincial,"a monastic superior , who , under the general of his order , has the direction of all the religious houses of the same fraternity in a given district , called a province of the order"
provision,"the act of providing , or making previous preparation"
provocation,stimulus
proximity,"the quality or state of being next in time , place , causation , influence , etc"
prudence,also economy
psychology,the science of the human soul
publication,"the act of offering a book , pamphlet , engraving , etc"
public,"the people , indefinitely"
publisher,one who publishes
pudding,a sausage
puff,a slight gust
pull,a struggle
pulpit,the whole body of the clergy
pulse,oscillation
pump,a low shoe with a thin sole
punch,"one of a breed of large , heavy draught horses"
punctuation,"the art or mode of dividing literary composition into sentences , and members of a sentence , by means of points , so as to elucidate the author ' s meaning"
punishment,"any pain , suffering , or loss inflicted on a person because of a crime or offense"
pupil,a youth or scholar of either sex under the care of an instructor or tutor
purchase,"the acquisition of title to , or properly in , anything for a price"
puritan,one who is scrupulous and strict in his religious life
purity,freedom from foreign admixture or deleterious matter
purple,"royal rank , dignity , or favor"
purpose,view
purse,a treasury
pursuit,endeavor to attain to or gain
push,a gang
put,a clown
putting,"the throwing of a heavy stone , shot , etc"
puzzle,something exhibiting marvelous skill in making
quality,"distinguishing property , characteristic , or attribute"
quantity,its content or comprehension that is the number of its constituent qualities attributes or relations
quarrel,"a square of glass , especially when set diagonally"
quarry,a heap of game killed
quarter,"the fourth part of the moon ' s period , or monthly revolution"
quart,the eighth part of a peck
quay,"a mole , bank , or wharf , formed toward the sea , or at the side of a harbor , river , or other navigable water , for convenience in loading and unloading vessels"
