abandon,freedom from artificial constraint
preface,"an introduction , or series of preliminary remarks"
preference,higher estimation
prejudice,injury
preliminary,something introductory or preparatory
preparation,previous arrangement or adaptation
presence,"the state of being present , or of being within sight or call , or at hand"
present,a gift
presentation,exhibition
preservation,safety
preserve,fruit cooked with sugar
president,"the chief officer of a corporation , company , institution , society , or the like"
press,printed publications taken collectively more especially newspapers or the persons employed in writing for them
pressure,"the act of pressing , or the condition of being pressed"
prestige,force or charm derived from acknowledged character or reputation
pretext,pretense
prey,ravage
price,cost
pride,insolence or arrogance of demeanor
priesthood,"priests , taken collectively"
priest,one who acts as a mediator between men and the divinity or the gods in any form of religion
primary,a chief matter
prime,the first part
primitive,a word not derived from another
princess,the daughter of a sovereign
prince,the one of highest rank
principal,one who takes the lead
principle,"ultimate element , or cause"
print,a mark made by impression
printing,the act of producing photographic prints
prior,"the superior of a priory , and next below an abbot in dignity"
prison,"a place where persons are confined , or restrained of personal liberty"
prisoner,a captive
privacy,seclusion
private,a common soldier
privilege,franchise
prize,anything captured by a belligerent using the rights of war
probability,the quality or state of being probable
procedure,operation
proceeding,the course of procedure in the prosecution of an action at law
procession,a ceremonious train
process,normal or actual course or procedure
proclamation,a published ordinance
produce,"that which is produced , brought forth , or yielded"
product,"anything that is produced , whether as the result of generation , growth , labor , or thought , or by the operation of involuntary causes"
production,the act of lengthening out or prolonging
professional,"a person who prosecutes anything professionally , or for a livelihood , and not in the character of an amateur"
profession,that of which one professed knowledge
profile,"a human head represented sidewise , or in a side view"
profit,pecuniary gain in any transaction or occupation
profound,the ocean
profusion,exuberant plenty
progress,increase
prohibition,the act of prohibiting
project,an idle scheme
promotion,the act of exalting in rank or honor
prompt,"a limit of time given for payment of an account for produce purchased , this limit varying with different goods"
proof,a trial
property,an attribute
prophecy,a book of prophecies
prophet,"one inspired or instructed by god to speak in his name , or announce future events ,"
proposal,terms or conditions proposed
proposition,an article of faith
proprietary,one who has exclusive title to a thing
proprietor,"one who has the legal right or exclusive title to anything , whether in possession or not"
propriety,fitness
prose,"a hymn with no regular meter , sometimes introduced into the mass"
prosecution,"the institution , or commencement , and continuance of a criminal suit"
prospect,a sketch of a landscape
prosperity,advance or gain in anything good or desirable
protection,shelter
protector,a regent
protest,"a declaration made by the master of a vessel before a notary , consul , or other authorized officer , upon his arrival in port after a disaster , stating the particulars of it , and showing that any damage or loss sustained was not owing to the fault of the vessel , her officers or crew , but to the perils of the sea , etc"
