red,"the color of blood , or of that part of the spectrum farthest from violet , or a tint resembling these"
reduction,diminution
reduction,"the act of reducing , or state of being reduced"
reef,a chain or range of rocks lying at or near the surface of the water
reference,regard
reference,relation
reflection,"the return of rays , beams , sound , or the like , from a surface"
refreshment,new life or animation after depression
refreshment,that which refreshes
refuge,a device or contrivance
refuge,shelter or protection from danger or distress
regard,a look
regard,esteem
regard,notice
regiment,"a body of men , either horse , foot , or artillery , commanded by a colonel , and consisting of a number of companies , usually ten"
region,district
region,"one of the grand districts or quarters into which any space or surface , as of the earth or the heavens , is conceived of as divided"
register,"a certificate issued by the collector of customs of a port or district to the owner of a vessel , containing the description of a vessel , its name , ownership , and other material facts"
regularity,the condition or quality of being regular
regulation,a governing direction
regulation,precept
reign,dominion
reign,rule
reign,supreme power
rejoicing,joy
relation,narration
relation,reference
relative,a relation
relative,one of two object or term
relic,a memorial
relic,a remaining portion
relic,a remnant
relief,comfort
relief,redress
relief,"that which gives succor , aid , or comfort"
religion,a monastic or religious order subject to a regulated mode of life
relish,enjoyable quality
relish,liking
reluctance,repugnance
remainder,"an estate in expectancy , generally in land , which becomes an estate in possession upon the determination of a particular prior estate , created at the same time , and by the same instrument"
remainder,"the quantity or sum that is left after subtraction , or after any deduction"
remain,relic
remark,also a casual observation comment or statement
remedy,a corrective
remedy,reparation
remembrance,recollection
remembrance,something remembered
remnant,a scrap
removal,"the act of removing , or the state of being removed"
remove,"the transfer of one ' s business , or of one ' s domestic belongings , from one location or dwelling house to another"
render,a return
rent,a break or breach made by force
rent,” the excess of the return from a given piece of cultivated land over that from land of equal area at the “ margin of cultivation
repeat,"that is , the repetition of the engraved figure on a roller by which an impression is produced ( as in calico printing , etc"
repetition,iteration
repetition,"the act of repeating , singing , or playing , the same piece or part a second time"
reporter,"one who reports speeches , the proceedings of public meetings , news , etc"
report,fame
repose,a composed manner or deportment
repose,quiet
representation,"a likeness , a picture , or a model"
reproduction,the act or process of reproducing
republic,a commonwealth
republic,"a state in which the sovereign power resides in the whole body of the people , and is exercised by representatives elected by them"
repute,credit or honor derived from common or public opinion
repute,established opinion
rescue,liberation
rescue,the forcible liberation of a person from an arrest or imprisonment
